year,Base,Higher mortality,Lower interest,Higher benefit
28.25,23596.132795991452,-13092.005117874623,18368.265333594394,5899.033198997861
28.333333333333332,23722.130901328,-13166.659547654152,18450.69055927361,5930.532725331998
28.416666666666664,23848.62346692971,-13241.64443037828,18533.335878882786,5962.155866732425
28.5,23975.61243323015,-13316.96122877533,18616.20188012232,5993.903108307536
28.583333333333332,24103.099748277826,-13392.611412048289,18699.2891522619,6025.774937069455
28.666666666666664,24231.087367766064,-13468.596455903478,18782.5982861447,6057.771841941514
28.75,24359.577255063017,-13544.917842579342,18866.12987419159,6089.8943137657525
28.833333333333332,24488.57138124176,-13621.577060875341,18949.88451040531,6122.142845310438
28.916666666666664,24618.07172511055,-13698.575606181024,19033.862790374747,6154.517931277635
29.0,24748.08027324318,-13775.914980505182,19118.065311279137,6187.020068310793
29.083333333333332,24878.599020009435,-13853.596692505138,19202.492671892305,6219.649755002357
29.166666666666664,25009.629967605706,-13931.6222575162,19287.14547258696,6252.407491901425
29.25,25141.1751260857,-14009.993197581203,19372.024315338927,6285.293781521424
29.333333333333332,25273.236513391264,-14088.711041480205,19457.12980373144,6318.309128347814
29.416666666666664,25405.816155383352,-14167.77732476031,19542.46254295945,6351.454038845836
29.5,25538.91608587311,-14247.193589765626,19628.023139833902,6384.729021468275
29.583333333333332,25672.538346653037,-14326.961385667333,19713.812202786066,6418.134586663257
29.666666666666664,25806.68498752836,-14407.082268493927,19799.830341871868,6451.671246882088
29.75,25941.35806634845,-14487.557801161562,19886.078168776214,6485.339516587111
29.833333333333332,26076.559649038376,-14568.389553504527,19972.556296817344,6519.139912259592
29.916666666666664,26212.291809630628,-14649.579102305892,20059.2653409512,6553.072952407655
30.0,26348.556630296916,-14731.128031328253,20146.2059177758,6587.139157574227
